site	visit	urban	urban_ord	julian_day	day_square	family	genus	plant	insect	p_species	i_species
CITA	6	low	a	180	32400	andrenidae	andrena	ach.m	a.fla	Achillea millefolium	Andrena flavipes
BETH	1	medium	b	104	10816	andrenidae	andrena	bel.p	a.hae	Bellis perennis	Andrena haemorroa
BETH	1	medium	b	104	10816	andrenidae	andrena	tar.r	a.fla	Taraxacum sect. Ruderalia	Andrena flavipes
BETH	1	medium	b	104	10816	andrenidae	andrena	tar.r	a.fla	Taraxacum sect. Ruderalia	Andrena flavipes
BETH	1	medium	b	104	10816	andrenidae	andrena	tar.r	a.fla	Taraxacum sect. Ruderalia	Andrena flavipes
BETH	1	medium	b	104	10816	andrenidae	andrena	tar.r	a.fla	Taraxacum sect. Ruderalia	Andrena flavipes
BETH	2	medium	b	NA	NA	andrenidae	andrena	NA	NA	NA	NA
BETH	3	medium	b	130	16900	andrenidae	andrena	NA	NA	NA	NA
BETH	3	medium	b	143	20449	andrenidae	andrena	leu.v	a.fla	Leucanthemum vulgare	Andrena flavipes
BETH	3	medium	b	143	20449	andrenidae	andrena	leu.v	a.fla	Leucanthemum vulgare	Andrena flavipes
BETH	3	medium	b	143	20449	andrenidae	andrena	leu.v	a.fla	Leucanthemum vulgare	Andrena flavipes
BETH	3	medium	b	143	20449	andrenidae	andrena	leu.v	a.fla	Leucanthemum vulgare	Andrena flavipes
BETH	4	medium	b	143	20449	andrenidae	andrena	NA	NA	NA	NA
BETH	5	medium	b	159	25281	andrenidae	andrena	NA	NA	NA	NA
BETH	6	medium	b	173	29929	andrenidae	andrena	cen.j	a.fla	Centaurea jacea	Andrena flavipes
BETH	6	medium	b	173	29929	andrenidae	andrena	cen.j	a.fla	Centaurea jacea	Andrena flavipes
BETH	6	medium	b	173	29929	andrenidae	andrena	cen.j	a.fla	Centaurea jacea	Andrena flavipes
BETH	6	medium	b	173	29929	andrenidae	andrena	cen.j	a.fla	Centaurea jacea	Andrena flavipes
BETH	6	medium	b	173	29929	andrenidae	andrena	cen.j	a.fla	Centaurea jacea	Andrena flavipes
BETH	6	medium	b	173	29929	andrenidae	andrena	leu.v	a.fla	Leucanthemum vulgare	Andrena flavipes
BETH	6	medium	b	173	29929	andrenidae	andrena	mal.m	a.fla	Malva moschata	Andrena flavipes
BETH	6	medium	b	173	29929	andrenidae	andrena	jac.v	a.fla	Jacobaea vulgaris	Andrena flavipes
BETH	6	medium	b	173	29929	andrenidae	andrena	cen.j	a.fla	Centaurea jacea	Andrena flavipes
CHUR	1	medium	b	97	9409	andrenidae	andrena	ant.s	a.fla	Anthriscus sylvestris	Andrena flavipes
CHUR	1	medium	b	97	9409	andrenidae	andrena	tar.r	a.fla	Taraxacum sect. Ruderalia	Andrena flavipes
CHUR	2	medium	b	126	15876	andrenidae	andrena	NA	NA	NA	NA
CHUR	3	medium	b	136	18496	andrenidae	andrena	leu.v	a.fla	Leucanthemum vulgare	Andrena flavipes
CHUR	3	medium	b	136	18496	andrenidae	andrena	leu.v	a.fla	Leucanthemum vulgare	Andrena flavipes
CHUR	4	medium	b	151	22801	andrenidae	andrena	NA	NA	NA	NA
CHUR	5	medium	b	165	27225	andrenidae	andrena	cen.j	a.fla	Centaurea jacea	Andrena flavipes
CHUR	5	medium	b	165	27225	andrenidae	andrena	cen.j	a.fla	Centaurea jacea	Andrena flavipes
CHUR	6	medium	b	180	32400	andrenidae	andrena	jac.v	a.fla	Jacobaea vulgaris	Andrena flavipes
CHUR	6	medium	b	180	32400	andrenidae	andrena	jac.v	a.fla	Jacobaea vulgaris	Andrena flavipes
CHUR	6	medium	b	180	32400	andrenidae	andrena	pic.h	a.fla	Picris hieracioides	Andrena flavipes
CHUR	6	medium	b	180	32400	andrenidae	andrena	cen.j	a.fla	Centaurea jacea	Andrena flavipes
BERG	1	medium	b	104	10816	andrenidae	andrena	hya.h	a.gra	Hyacinthoides hispanica	Andrena gravida
BERG	2	medium	b	NA	NA	andrenidae	andrena	NA	NA	NA	NA
BERG	3	medium	b	130	16900	andrenidae	andrena	leu.v	a.fla	Leucanthemum vulgare	Andrena flavipes
BERG	4	medium	b	143	20449	andrenidae	andrena	NA	NA	NA	NA
BERG	5	medium	b	159	25281	andrenidae	andrena	leu.v	a.fla	Leucanthemum vulgare	Andrena flavipes
BERG	6	medium	b	173	29929	andrenidae	andrena	cen.j	a.fla	Centaurea jacea	Andrena flavipes
BERG	6	medium	b	173	29929	andrenidae	andrena	cen.j	a.fla	Centaurea jacea	Andrena flavipes
BERG	6	medium	b	173	29929	andrenidae	andrena	ach.m	a.fla	Achillea millefolium	Andrena flavipes
BERG	6	medium	b	173	29929	andrenidae	andrena	ach.m	a.fla	Achillea millefolium	Andrena flavipes
BERG	6	medium	b	173	29929	andrenidae	andrena	ach.m	a.fla	Achillea millefolium	Andrena flavipes
BERG	6	medium	b	173	29929	andrenidae	andrena	cen.j	a.fla	Centaurea jacea	Andrena flavipes
BERG	6	medium	b	173	29929	andrenidae	andrena	ach.m	a.fla	Achillea millefolium	Andrena flavipes
BERG	6	medium	b	173	29929	andrenidae	andrena	ach.m	a.fla	Achillea millefolium	Andrena flavipes
BERG	6	medium	b	173	29929	andrenidae	andrena	cli.v	a.fla	Clinopodium vulgare	Andrena flavipes
BLAN	1	medium	b	94	8836	andrenidae	andrena	tar.r	a.hae	Taraxacum sect. Ruderalia	Andrena haemorroa
BLAN	1	medium	b	94	8836	andrenidae	andrena	tar.r	a.min	Taraxacum sect. Ruderalia	Andrena gr. minutula
BLAN	1	medium	b	94	8836	andrenidae	andrena	tar.r	a.min	Taraxacum sect. Ruderalia	Andrena gr. minutula
BLAN	2	medium	b	110	12100	andrenidae	andrena	tar.r	a.bic	Taraxacum sect. Ruderalia	Andrena bicolor
BLAN	2	medium	b	110	12100	andrenidae	andrena	tar.r	a.fla	Taraxacum sect. Ruderalia	Andrena flavipes
BLAN	2	medium	b	110	12100	andrenidae	andrena	tar.r	a.fla	Taraxacum sect. Ruderalia	Andrena flavipes
BLAN	2	medium	b	110	12100	andrenidae	andrena	tar.r	a.tib	Taraxacum sect. Ruderalia	Andrena tibialis
BLAN	3	medium	b	131	17161	andrenidae	andrena	ger.p	a.fla	Geranium pyrenaicum	Andrena flavipes
BLAN	3	medium	b	131	17161	andrenidae	andrena	ger.p	a.fla	Geranium pyrenaicum	Andrena flavipes
BLAN	3	medium	b	131	17161	andrenidae	andrena	ger.p	a.fla	Geranium pyrenaicum	Andrena flavipes
BLAN	3	medium	b	131	17161	andrenidae	andrena	ger.p	a.fla	Geranium pyrenaicum	Andrena flavipes
BLAN	4	medium	b	145	21025	andrenidae	andrena	leu.v	a.fla	Leucanthemum vulgare	Andrena flavipes
BLAN	4	medium	b	145	21025	andrenidae	andrena	leu.v	a.fla	Leucanthemum vulgare	Andrena flavipes
BLAN	5	medium	b	158	24964	andrenidae	andrena	leu.v	a.dor	Leucanthemum vulgare	Andrena dorsata
BLAN	6	medium	b	171	29241	andrenidae	andrena	sen.v	a.dor	Senecio vulgaris	Andrena dorsata
BLAN	6	medium	b	171	29241	andrenidae	andrena	leu.v	a.fla	Leucanthemum vulgare	Andrena flavipes
BLAN	6	medium	b	171	29241	andrenidae	andrena	cen.j	a.fla	Centaurea jacea	Andrena flavipes
BLAN	6	medium	b	171	29241	andrenidae	andrena	ger.p	a.min	Geranium pyrenaicum	Andrena gr. minutula
LEED	1	high	c	97	9409	andrenidae	andrena	bel.p	a.fla	Bellis perennis	Andrena flavipes
LEED	1	high	c	97	9409	andrenidae	andrena	bel.p	a.fla	Bellis perennis	Andrena flavipes
LEED	2	high	c	116	13456	andrenidae	andrena	leu.v	a.fla	Leucanthemum vulgare	Andrena flavipes
LEED	3	high	c	136	18496	andrenidae	andrena	leu.v	a.fla	Leucanthemum vulgare	Andrena flavipes
LEED	3	high	c	136	18496	andrenidae	andrena	leu.v	a.fla	Leucanthemum vulgare	Andrena flavipes
LEED	3	high	c	136	18496	andrenidae	andrena	leu.v	a.fla	Leucanthemum vulgare	Andrena flavipes
LEED	3	high	c	136	18496	andrenidae	andrena	leu.v	a.fla	Leucanthemum vulgare	Andrena flavipes
LEED	3	high	c	136	18496	andrenidae	andrena	leu.v	a.fla	Leucanthemum vulgare	Andrena flavipes
LEED	4	high	c	151	22801	andrenidae	andrena	NA	NA	NA	NA
LEED	5	high	c	165	27225	andrenidae	andrena	cen.j	a.fla	Centaurea jacea	Andrena flavipes
LEED	5	high	c	165	27225	andrenidae	andrena	cen.j	a.fla	Centaurea jacea	Andrena flavipes
LEED	5	high	c	165	27225	andrenidae	andrena	cen.j	a.fla	Centaurea jacea	Andrena flavipes
LEED	5	high	c	165	27225	andrenidae	andrena	pot.r	a.min	Potentilla reptans	Andrena gr. minutula
LEED	6	high	c	180	32400	andrenidae	andrena	cen.j	a.fla	Centaurea jacea	Andrena flavipes
LEED	6	high	c	180	32400	andrenidae	andrena	ach.m	a.fla	Achillea millefolium	Andrena flavipes
LEED	6	high	c	180	32400	andrenidae	andrena	ach.m	a.fla	Achillea millefolium	Andrena flavipes
DEUS	1	high	c	104	10816	andrenidae	andrena	NA	NA	NA	NA
DEUS	2	high	c	NA	NA	andrenidae	andrena	NA	NA	NA	NA
DEUS	3	high	c	130	16900	andrenidae	andrena	NA	NA	NA	NA
DEUS	4	high	c	143	20449	andrenidae	andrena	ach.m	a.fla	Achillea millefolium	Andrena flavipes
DEUS	4	high	c	143	20449	andrenidae	andrena	tri.p	a.fla	Trifolium pratense	Andrena flavipes
DEUS	4	high	c	143	20449	andrenidae	andrena	leu.v	a.fla	Leucanthemum vulgare	Andrena flavipes
DEUS	4	high	c	143	20449	andrenidae	andrena	leu.v	a.fla	Leucanthemum vulgare	Andrena flavipes
DEUS	4	high	c	143	20449	andrenidae	andrena	leu.v	a.fla	Leucanthemum vulgare	Andrena flavipes
DEUS	4	high	c	143	20449	andrenidae	andrena	leu.v	a.fla	Leucanthemum vulgare	Andrena flavipes
DEUS	4	high	c	143	20449	andrenidae	andrena	leu.v	a.fla	Leucanthemum vulgare	Andrena flavipes
DEUS	4	high	c	143	20449	andrenidae	andrena	leu.v	a.fla	Leucanthemum vulgare	Andrena flavipes
DEUS	4	high	c	143	20449	andrenidae	andrena	leu.v	a.fla	Leucanthemum vulgare	Andrena flavipes
DEUS	4	high	c	143	20449	andrenidae	andrena	leu.v	a.fla	Leucanthemum vulgare	Andrena flavipes
DEUS	4	high	c	143	20449	andrenidae	andrena	pap.r	a.fla	Papaver rhoeas	Andrena flavipes
DEUS	4	high	c	143	20449	andrenidae	andrena	cen.j	a.fla	Centaurea jacea	Andrena flavipes
DEUS	4	high	c	143	20449	andrenidae	andrena	med.l	a.nig	Medicago lupulina	Andrena nigroaenea
DEUS	5	high	c	159	25281	andrenidae	andrena	ach.m	a.fla	Achillea millefolium	Andrena flavipes
DEUS	5	high	c	159	25281	andrenidae	andrena	ach.m	a.fla	Achillea millefolium	Andrena flavipes
DEUS	6	high	c	173	29929	andrenidae	andrena	ach.m	a.fla	Achillea millefolium	Andrena flavipes
DEUS	6	high	c	173	29929	andrenidae	andrena	ach.m	a.fla	Achillea millefolium	Andrena flavipes
DEUS	6	high	c	173	29929	andrenidae	andrena	ach.m	a.fla	Achillea millefolium	Andrena flavipes
DEUS	6	high	c	173	29929	andrenidae	andrena	cen.j	a.fla	Centaurea jacea	Andrena flavipes
DEUS	6	high	c	173	29929	andrenidae	andrena	ach.m	a.fla	Achillea millefolium	Andrena flavipes
DEUS	6	high	c	173	29929	andrenidae	andrena	cen.j	a.fla	Centaurea jacea	Andrena flavipes
DEUS	6	high	c	173	29929	andrenidae	andrena	leu.v	a.fla	Leucanthemum vulgare	Andrena flavipes
DEUS	6	high	c	173	29929	andrenidae	andrena	ach.m	a.fla	Achillea millefolium	Andrena flavipes
DEUS	6	high	c	173	29929	andrenidae	andrena	ach.m	a.fla	Achillea millefolium	Andrena flavipes
DEUS	6	high	c	173	29929	andrenidae	andrena	ach.m	a.fla	Achillea millefolium	Andrena flavipes
ZENB	1	high	c	94	8836	andrenidae	andrena	NA	NA	NA	NA
ZENB	2	high	c	110	12100	andrenidae	andrena	NA	NA	NA	NA
ZENB	3	high	c	131	17161	andrenidae	andrena	NA	NA	NA	NA
ZENB	4	high	c	145	21025	andrenidae	andrena	leu.v	a.fla	Leucanthemum vulgare	Andrena flavipes
ZENB	4	high	c	145	21025	andrenidae	andrena	leu.v	a.fla	Leucanthemum vulgare	Andrena flavipes
ZENB	4	high	c	145	21025	andrenidae	andrena	leu.v	a.fla	Leucanthemum vulgare	Andrena flavipes
ZENB	4	high	c	145	21025	andrenidae	andrena	leu.v	a.fla	Leucanthemum vulgare	Andrena flavipes
ZENB	5	high	c	158	24964	andrenidae	andrena	NA	NA	NA	NA
ZENB	6	high	c	171	29241	andrenidae	andrena	cen.j	a.fla	Centaurea jacea	Andrena flavipes
ZENB	6	high	c	171	29241	andrenidae	andrena	cen.j	a.fla	Centaurea jacea	Andrena flavipes
ZENB	6	high	c	171	29241	andrenidae	andrena	ach.m	a.fla	Achillea millefolium	Andrena flavipes
ZENB	6	high	c	171	29241	andrenidae	andrena	leu.v	a.fla	Leucanthemum vulgare	Andrena flavipes
ZENB	6	high	c	171	29241	andrenidae	andrena	cen.j	a.fla	Centaurea jacea	Andrena flavipes
COUB	1	high	c	94	8836	andrenidae	andrena	tar.r	a.bic	Taraxacum sect. Ruderalia	Andrena bicolor
COUB	1	high	c	94	8836	andrenidae	andrena	bra.n	a.fla	Brassica nigra	Andrena flavipes
COUB	1	high	c	94	8836	andrenidae	andrena	tar.r	a.chr	Taraxacum sect. Ruderalia	Andrena chrysosceles
COUB	2	high	c	110	12100	andrenidae	andrena	bra.n	a.fla	Brassica nigra	Andrena flavipes
COUB	2	high	c	110	12100	andrenidae	andrena	bra.n	a.fla	Brassica nigra	Andrena flavipes
COUB	2	high	c	110	12100	andrenidae	andrena	bra.n	a.fla	Brassica nigra	Andrena flavipes
COUB	2	high	c	110	12100	andrenidae	andrena	sym.o	a.fla	Symphytum officinale	Andrena flavipes
COUB	2	high	c	110	12100	andrenidae	andrena	bra.n	a.fla	Brassica nigra	Andrena flavipes
COUB	2	high	c	110	12100	andrenidae	andrena	isa.t	a.min	Isatis tinctoria	Andrena gr. minutula
COUB	3	high	c	131	17161	andrenidae	andrena	leu.v	a.fla	Leucanthemum vulgare	Andrena flavipes
COUB	3	high	c	131	17161	andrenidae	andrena	leu.v	a.fla	Leucanthemum vulgare	Andrena flavipes
COUB	3	high	c	131	17161	andrenidae	andrena	leu.v	a.fla	Leucanthemum vulgare	Andrena flavipes
COUB	3	high	c	131	17161	andrenidae	andrena	leu.v	a.fla	Leucanthemum vulgare	Andrena flavipes
COUB	3	high	c	131	17161	andrenidae	andrena	leu.v	a.fla	Leucanthemum vulgare	Andrena flavipes
COUB	3	high	c	131	17161	andrenidae	andrena	leu.v	a.fla	Leucanthemum vulgare	Andrena flavipes
COUB	3	high	c	131	17161	andrenidae	andrena	leu.v	a.fla	Leucanthemum vulgare	Andrena flavipes
COUB	3	high	c	131	17161	andrenidae	andrena	ach.m	a.fla	Achillea millefolium	Andrena flavipes
COUB	3	high	c	131	17161	andrenidae	andrena	leu.v	a.min	Leucanthemum vulgare	Andrena gr. minutula
COUB	4	high	c	145	21025	andrenidae	andrena	leu.v	a.fla	Leucanthemum vulgare	Andrena flavipes
COUB	4	high	c	145	21025	andrenidae	andrena	leu.v	a.fla	Leucanthemum vulgare	Andrena flavipes
COUB	4	high	c	145	21025	andrenidae	andrena	leu.v	a.fla	Leucanthemum vulgare	Andrena flavipes
COUB	4	high	c	145	21025	andrenidae	andrena	ach.m	a.fla	Achillea millefolium	Andrena flavipes
COUB	4	high	c	145	21025	andrenidae	andrena	bra.n	a.fla	Brassica nigra	Andrena flavipes
COUB	4	high	c	145	21025	andrenidae	andrena	bra.n	a.fla	Brassica nigra	Andrena flavipes
COUB	4	high	c	145	21025	andrenidae	andrena	bra.n	a.fla	Brassica nigra	Andrena flavipes
COUB	4	high	c	145	21025	andrenidae	andrena	bra.n	a.fla	Brassica nigra	Andrena flavipes
COUB	5	high	c	158	24964	andrenidae	andrena	ach.m	a.fla	Achillea millefolium	Andrena flavipes
COUB	6	high	c	171	29241	andrenidae	andrena	NA	NA	NA	NA
BERG	1	medium	b	104	10816	syrphidae	sphaerophoria	tar.r	s.scr	Taraxacum sect. Ruderalia	Sphaerophoria scripta
BERG	2	medium	b	NA	NA	syrphidae	syrphidae	NA	NA	NA	NA
BERG	3	medium	b	130	16900	syrphidae	eumerus	ran.r	e.fun	Ranunculus repens	Eumerus funeralis
BERG	3	medium	b	130	16900	syrphidae	eumerus	ran.r	e.fun	Ranunculus repens	Eumerus funeralis
BERG	3	medium	b	130	16900	syrphidae	eumerus	ran.r	e.fun	Ranunculus repens	Eumerus funeralis
BERG	3	medium	b	130	16900	syrphidae	pipizella	bel.p	p.vid	Bellis perennis	Pipizella viduata
BERG	3	medium	b	130	16900	syrphidae	pipizella	gal.m	p.vid	Galium mollugo	Pipizella viduata
BERG	3	medium	b	130	16900	syrphidae	pipizella	gal.m	p.vid	Galium mollugo	Pipizella viduata
BERG	3	medium	b	130	16900	syrphidae	sphaerophoria	leu.v	s.scr	Leucanthemum vulgare	Sphaerophoria scripta
BERG	4	medium	b	143	20449	syrphidae	eupeodes	cen.j	e.lun	Centaurea jacea	Eupeodes luniger
BERG	4	medium	b	143	20449	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
BERG	4	medium	b	143	20449	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
BERG	4	medium	b	143	20449	syrphidae	merodon	leu.v	m.equ	Leucanthemum vulgare	Merodon equestris
BERG	4	medium	b	143	20449	syrphidae	merodon	cen.j	m.equ	Centaurea jacea	Merodon equestris
BERG	4	medium	b	143	20449	syrphidae	merodon	leu.v	m.equ	Leucanthemum vulgare	Merodon equestris
BERG	4	medium	b	143	20449	syrphidae	pipizella	cen.j	p.vid	Centaurea jacea	Pipizella viduata
BERG	4	medium	b	143	20449	syrphidae	sphaerophoria	med.l	s.scr	Medicago lupulina	Sphaerophoria scripta
BERG	4	medium	b	143	20449	syrphidae	sphaerophoria	leu.v	s.scr	Leucanthemum vulgare	Sphaerophoria scripta
BERG	5	medium	b	159	25281	syrphidae	eupeodes	con.a	e.cor	Convolvulus arvensis	Eupeodes corollae
BERG	5	medium	b	159	25281	syrphidae	eupeodes	gal.m	e.cor	Galium mollugo	Eupeodes corollae
BERG	5	medium	b	159	25281	syrphidae	eristalis	hyp.p	e.ten	Hypericum perforatum	Eristalis tenax
BERG	5	medium	b	159	25281	syrphidae	eristalis	hyp.p	e.ten	Hypericum perforatum	Eristalis tenax
BERG	5	medium	b	159	25281	syrphidae	eristalis	ach.m	e.ten	Achillea millefolium	Eristalis tenax
BERG	5	medium	b	159	25281	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
BERG	5	medium	b	159	25281	syrphidae	eristalis	cen.j	e.ten	Centaurea jacea	Eristalis tenax
BERG	5	medium	b	159	25281	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
BERG	5	medium	b	159	25281	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
BERG	5	medium	b	159	25281	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
BERG	5	medium	b	159	25281	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
BERG	5	medium	b	159	25281	syrphidae	syritta	leu.v	s.pip	Leucanthemum vulgare	Syritta pipiens
BERG	5	medium	b	159	25281	syrphidae	sphaerophoria	leu.v	s.scr	Leucanthemum vulgare	Sphaerophoria scripta
BERG	5	medium	b	159	25281	syrphidae	sphaerophoria	leu.v	s.scr	Leucanthemum vulgare	Sphaerophoria scripta
BERG	5	medium	b	159	25281	syrphidae	volucella	con.a	v.bom	Convolvulus arvensis	Volucella bombylans
BERG	6	medium	b	173	29929	syrphidae	merodon	ori.v	m.equ	Origanum vulgare	Merodon equestris
BETH	1	medium	b	104	10816	syrphidae	cheilosia	tar.r	c.pag	Taraxacum sect. Ruderalia	Cheilosia pagana
BETH	1	medium	b	104	10816	syrphidae	cheilosia	tar.r	c.ver	Taraxacum sect. Ruderalia	Cheilosia vernalis
BETH	1	medium	b	104	10816	syrphidae	eupeodes	tar.r	e.lun	Taraxacum sect. Ruderalia	Eupeodes luniger
BETH	1	medium	b	104	10816	syrphidae	eupeodes	tar.r	e.lun	Taraxacum sect. Ruderalia	Eupeodes luniger
BETH	1	medium	b	104	10816	syrphidae	melanostoma	tar.r	m.mel	Taraxacum sect. Ruderalia	Melanostoma mellinum
BETH	1	medium	b	104	10816	syrphidae	platycheirus	tar.r	p.alb	Taraxacum sect. Ruderalia	Platycheirus albimanus
BETH	1	medium	b	104	10816	syrphidae	sphaerophoria	tar.r	s.scr	Taraxacum sect. Ruderalia	Sphaerophoria scripta
BETH	2	medium	b	NA	NA	syrphidae	syrphidae	NA	NA	NA	NA
BETH	3	medium	b	130	16900	syrphidae	episyrphus	ran.r	e.bal	Ranunculus repens	Episyrphus balteatus
BETH	3	medium	b	130	16900	syrphidae	eupeodes	bel.p	e.cor	Bellis perennis	Eupeodes corollae
BETH	3	medium	b	130	16900	syrphidae	eumerus	ran.r	e.fun	Ranunculus repens	Eumerus funeralis
BETH	4	medium	b	143	20449	syrphidae	episyrphus	leu.v	e.bal	Leucanthemum vulgare	Episyrphus balteatus
BETH	4	medium	b	143	20449	syrphidae	episyrphus	ran.r	e.bal	Ranunculus repens	Episyrphus balteatus
BETH	4	medium	b	143	20449	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
BETH	4	medium	b	143	20449	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
BETH	4	medium	b	143	20449	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
BETH	4	medium	b	143	20449	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
BETH	4	medium	b	143	20449	syrphidae	helophilus	leu.v	he.tri	Leucanthemum vulgare	Helophilus trivittatus
BETH	4	medium	b	143	20449	syrphidae	helophilus	leu.v	he.tri	Leucanthemum vulgare	Helophilus trivittatus
BETH	4	medium	b	143	20449	syrphidae	syrphus	leu.v	s.tor	Leucanthemum vulgare	Syrphus torvus
BETH	5	medium	b	159	25281	syrphidae	eupeodes	leu.v	e.lun	Leucanthemum vulgare	Eupeodes luniger
BETH	5	medium	b	159	25281	syrphidae	eupeodes	leu.v	e.lun	Leucanthemum vulgare	Eupeodes luniger
BETH	5	medium	b	159	25281	syrphidae	eupeodes	leu.v	e.lun	Leucanthemum vulgare	Eupeodes luniger
BETH	5	medium	b	159	25281	syrphidae	eupeodes	cen.j	e.lun	Centaurea jacea	Eupeodes luniger
BETH	5	medium	b	159	25281	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
BETH	5	medium	b	159	25281	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
BETH	5	medium	b	159	25281	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
BETH	5	medium	b	159	25281	syrphidae	eristalis	leu.v	e.ten	Leucanthemum vulgare	Eristalis tenax
BETH	5	medium	b	159	25281	syrphidae	eristalis	ach.m	e.ten	Achillea millefolium	Eristalis tenax
BETH	5	medium	b	159	25281	syrphidae	helophilus	leu.v	he.tri	Leucanthemum vulgare	Helophilus trivittatus
BETH	5	medium	b	159	25281	syrphidae	helophilus	cen.j	he.tri	Centaurea jacea	Helophilus trivittatus
BETH	5	medium	b	159	25281	syrphidae	syrphus	leu.v	s.rib	Leucanthemum vulgare	Syrphus ribesii
BETH	5	medium	b	159	25281	syrphidae	syrphus	cen.j	s.rib	Centaurea jacea	Syrphus ribesii
BETH	6	medium	b	173	29929	syrphidae	episyrphus	cen.j	e.bal	Centaurea jacea	Episyrphus balteatus
BETH	6	medium	b	173	29929	syrphidae	pipizella	dau.c	p.spe	Daucus carota	Pipizella sp.
BETH	6	medium	b	173	29929	syrphidae	sphaerophoria	cen.j	s.scr	Centaurea jacea	Sphaerophoria scripta
BETH	6	medium	b	173	29929	syrphidae	sphaerophoria	leu.v	s.scr	Leucanthemum vulgare	Sphaerophoria scripta
BETH	6	medium	b	173	29929	syrphidae	sphaerophoria	jac.v	s.scr	Jacobaea vulgaris	Sphaerophoria scripta
BETH	6	medium	b	173	29929	syrphidae	sphaerophoria	leu.v	s.scr	Leucanthemum vulgare	Sphaerophoria scripta
BLAN	1	medium	b	94	8836	syrphidae	melanostoma	tar.r	m.sca	Taraxacum sect. Ruderalia	Melanostoma scalare
BLAN	1	medium	b	94	8836	syrphidae	melanostoma	tar.r	m.sca	Taraxacum sect. Ruderalia	Melanostoma scalare
BLAN	1	medium	b	94	8836	syrphidae	platycheirus	tar.r	p.alb	Taraxacum sect. Ruderalia	Platycheirus albimanus
BLAN	1	medium	b	94	8836	syrphidae	platycheirus	tar.r	p.alb	Taraxacum sect. Ruderalia	Platycheirus albimanus
BLAN	1	medium	b	94	8836	syrphidae	platycheirus	tar.r	p.alb	Taraxacum sect. Ruderalia	Platycheirus albimanus
BLAN	1	medium	b	94	8836	syrphidae	platycheirus	bel.p	p.alb	Bellis perennis	Platycheirus albimanus
BLAN	2	medium	b	110	12100	syrphidae	eupeodes	ger.p	e.lun	Geranium pyrenaicum	Eupeodes luniger
BLAN	2	medium	b	110	12100	syrphidae	eupeodes	ger.p	e.lun	Geranium pyrenaicum	Eupeodes luniger
BLAN	2	medium	b	110	12100	syrphidae	eupeodes	tar.r	e.lun	Taraxacum sect. Ruderalia	Eupeodes luniger
BLAN	2	medium	b	110	12100	syrphidae	eupeodes	ger.p	e.lun	Geranium pyrenaicum	Eupeodes luniger
BLAN	2	medium	b	110	12100	syrphidae	eupeodes	tar.r	e.lun	Taraxacum sect. Ruderalia	Eupeodes luniger
BLAN	2	medium	b	110	12100	syrphidae	platycheirus	ger.p	p.alb	Geranium pyrenaicum	Platycheirus albimanus
BLAN	2	medium	b	110	12100	syrphidae	platycheirus	sil.l	p.tar	Silene latifolia	Platycheirus tarsalis
BLAN	2	medium	b	110	12100	syrphidae	platycheirus	ger.p	p.tar	Geranium pyrenaicum	Platycheirus tarsalis
BLAN	2	medium	b	110	12100	syrphidae	platycheirus	ger.p	p.tar	Geranium pyrenaicum	Platycheirus tarsalis
BLAN	2	medium	b	110	12100	syrphidae	platycheirus	ger.p	p.tar	Geranium pyrenaicum	Platycheirus tarsalis
BLAN	2	medium	b	110	12100	syrphidae	platycheirus	ger.p	p.tar	Geranium pyrenaicum	Platycheirus tarsalis
BLAN	2	medium	b	110	12100	syrphidae	syrphus	ger.p	s.rib	Geranium pyrenaicum	Syrphus ribesii
BLAN	2	medium	b	110	12100	syrphidae	syrphus	ger.p	s.rib	Geranium pyrenaicum	Syrphus ribesii
BLAN	2	medium	b	110	12100	syrphidae	sphaerophoria	tar.r	s.scr	Taraxacum sect. Ruderalia	Sphaerophoria scripta
BLAN	3	medium	b	131	17161	syrphidae	episyrphus	ger.p	e.bal	Geranium pyrenaicum	Episyrphus balteatus
BLAN	3	medium	b	131	17161	syrphidae	eristalis	ger.p	e.ten	Geranium pyrenaicum	Eristalis tenax
BLAN	3	medium	b	131	17161	syrphidae	helophilus	ger.p	h.pen	Geranium pyrenaicum	Helophilus pendulus
BLAN	3	medium	b	131	17161	syrphidae	platycheirus	ger.p	p.alb	Geranium pyrenaicum	Platycheirus albimanus
